0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,Ground  rent,,,,,,,,,,,,,,,
,"i 
= L re x g",thousands,160.0,165.0,167.0,174.0,180.0,187.0,197.0,207.0,218.0,237.0,251.0,282.0,290.0,292.0
Table  B.5,g,,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.28,0.29,0.29,0.29,0.29,0.3
,DUMMY  L d = L g o v M f ed  + L g o v m $l,thousands,10.268,10460.0,10770.0,11118.0,12023.0,12695.0,13099.0,13.325,13251.0,13.198,13.231,13.418,13630.0,13902.0
,Government,,,,,,,,,,,,,,,
610B 78,Federal =  LgOvmfed,thousands,4.718,4657.0,4660.0,4671.0,5203.0,5626.0,5696.0,5636.0,5228.0,4845.0,4.501,4356.0,4307.0,4278.0
610B 83,State and local = L g 0 V M sl,thousands,5550.0,5803.0,6110.0,6447.0,6820.0,7069.0,7403.0,7689.0,8023.0,8353.0,8730.0,9062.0,9323.0,9.624
,TOTALS,,,,,,,,,,,,,,,
,L L,thousands,66091.0,66655.0,67874.0,70128.0,73301.0,75137.0,76929.0,78875.0,78275.0,77937.0,79856.0,83299.0,84612.0,82.827
,p,thousands,29937.0,30013.0,30280.0,31365.0,32.566,32856.0,33445.0,34.125,33247.0,32727.0,33896.0,35.462,35657.0,33615.0
,LU =  L - L p,thousands,36154.0,36642.0,37594.0,38763.0,40735.0,42281.0,43.484,44750.0,45028.0,45210.0,45960.0,47.837,48955.0,49.212
,Lp/L,,0.453,0.45,0.446,0.447,0.444,0.437,0.435,0.433,0.425,0.42,0.424,0.426,0.421,0.406
,L n/L..,,0.828,0.819,0.805,0.809,0.799,0.777,0.769,0.763,0.738,0.724,0.738,0.741,0.728,0.683
